419	1925497	0	0	3666168
2569	28622282	4457285	0	33161322
410	1565292	0	0	3476469
224	201532	0	0	238453
32	10944310	0	0	15000627
119	38920	0	0	0
2272	72678	1300	16700	186403
616	0	0	0	49718275
522	13648	0	0	23330
85	20776567	0	0	28473818
711	0	0	455640	0
754	11785829	4612513	7430337	14149950
386	1192208	0	0	1752194
285	10366290	0	0	10198653
225	873399	0	0	749378
677	0	0	10108	0
218	468805	0	0	320420
75	231667	0	0	544613
108	938130	0	0	932955
446	9228516	0	0	12134094
431	3214753	0	0	5279941
344	12168360	0	0	13636011
263	149441	0	0	640085
45	2887163	0	0	5261063
135	145274	0	0	242311
82	780989	95627	344316	420708
493	2119849	0	0	4239697
2362	14888116	5663946	2689015	22643270
2251	3068321	119040	1027307	2185531
461	283898	0	0	463805
164	28552009	0	0	39546734
253	200892	0	0	195455
1140	6317698	2077739	1764357	5884979
2224	326457	151884	1390	1532363
154	3496284	0	0	6215822
129	231139	0	0	710264
1187	18151706	6030271	6246222	28407620
2528	0	0	129600	0
489	34586874	0	0	48451169
284	4252346	0	0	6432146
838	0	0	111360	0
223	1329870	0	0	2317922
455	1010162	0	0	1127795
2311	3604524	779791	1305860	5978776
728	232489	134894	212784	210913
204	2887299	0	0	5239202
158	693065	0	0	908034
814	0	0	10510	0
309	15929438	4058388	4390225	16336155
136	57110	0	0	140974
220	115658	0	0	239300
2364	11573	864	23360	53334
835	0	0	292140	0
833	0	0	364720	0
808	0	0	4620	0
128	946836	0	0	930653
428	234837	0	0	1018866
668	0	0	28230	0
990	310938	122906	350354	202871
811	5253	0	14470	0
191	4006997	0	0	4176873
269	5618	0	0	950
482	16754703	0	0	26266650
454	105894	0	0	192165
526	993848	0	0	1496378
373	208413	0	0	527106
807	347259	15405	369147	454849
303	142376	0	0	275553
1814	0	460	0	0
858	0	0	133730	0
692	75671	17468	84787	88675
596	0	1780	0	0
2551	889443	237820	0	966813
800	204751	75304	196779	284855
44	5014726	0	0	8358407
442	65901	0	0	154341
264	559085	0	0	745232
267	474608	0	0	977732
409	29920	0	0	0
2074	511525	214987	315104	337548
473	56914	0	0	224785
468	2006382	0	0	3003845
229	26604	0	0	50250
153	398310	0	0	505107
438	717344	0	0	1495079
166	151314	0	0	547421
1205	275	565	48501	0
382	2575951	0	0	3454181
2532	96844	35947	0	138311
352	4304	0	0	6850
227	107988	0	0	74907
2370	978466	49872	231834	508449
810	5253	0	23920	0
2238	33600	10568	147410	561208
887	0	0	113820	0
845	0	0	233940	0
140	394637	0	0	685253
432	1793510	0	0	2565360
532	306515	0	0	289867
2489	3227211	700480	0	3643909
97	824505	0	0	1004966
251	128290	0	0	109810
486	14400	0	0	3155
435	165484	0	0	1696742
206	116401	0	0	314656
156	1407390	0	0	2068353
28	33293085	0	0	49440469
332	14967	0	0	0
2132	54133308	16915896	19820745	92221119
388	2317440	0	0	3497506
79	5787952	0	0	8979134
94	21791835	0	0	27916892
90	19025647	0	0	24566331
338	1015	1335	0	0
1164	344722	49353	189391	988894
104	1262670	0	0	1604222
2354	0	0	17454	0
513	52746	0	0	54020
272	502362	0	0	895631
693	365515	5607	435036	623468
2168	3156704	734745	838228	5283223
521	739218	0	0	707056
199	576811	0	0	838085
729	60249	9811	58136	22551
57	21930985	0	0	34229199
430	86250	0	0	282385
2502	566402	218423	7505	1256449
469	4294065	0	0	5629730
26	16284688	0	0	18818918
11	17573608	0	0	24216953
584	4814789	2142113	2739653	9119159
867	0	0	117060	0
527	79906	0	0	123110
2535	14535397	3641668	0	19257748
47	9595283	0	0	13779216
2345	429052	967202	596939	2494790
2531	22484944	4244333	244	24867190
231	2348224	0	0	5126970
249	162102	0	0	88455
208	9927	0	0	69700
152	4130872	0	0	4751119
412	493710	0	0	860333
117	698467	0	0	2137750
120	2413984	0	0	2509860
348	1221340	0	0	3670068
219	986566	0	0	1657321
621	0	0	0	373350
266	1947925	0	0	1794380
142	12097756	0	0	20212276
476	197065	0	0	616009
3	3592321	0	0	4769169
178	328866	0	0	547838
148	72350	0	0	150085
625	0	0	0	8887161
302	324960	0	0	421872
67	7210444	0	0	11234775
301	694169	305164	312172	1215584
498	1287181	0	0	1834814
174	530	0	0	0
723	0	1400	0	0
462	1102753	0	0	1590199
538	497951	143781	244477	1166604
12	29343921	0	0	47413154
292	2608617	0	0	2788993
4	12958315	0	0	22902220
688	10390920	3273383	6566766	10461445
359	2581267	0	0	2826650
215	273620	0	0	292321
755	17215078	8587016	9679659	23763866
115	4746188	0	0	9287154
760	0	0	25305	0
2501	0	0	0	13214772
262	2157921	0	0	2613155
31	10447275	0	0	14109672
847	0	0	221955	0
910	0	0	346190	0
273	49314	0	0	10680
337	14152	680	0	0
444	22614	0	0	124002
16	8102543	3834171	3424449	11112058
277	22795433	0	0	34422961
288	36808	0	0	130410
2226	4601561	167527	3066608	3068944
817	42038	195	9800	10870
243	1516957	0	0	2046007
278	1046982	0	0	1839738
826	871718	244331	838908	914881
488	10412	0	0	16520
73	5958366	0	0	7480616
440	12113173	0	0	17502291
533	46704	0	0	0
2310	1913781	534138	540444	3075953
820	1262752	1537275	33628	2760018
2254	18712137	5934331	4931529	26350215
254	30478	0	0	5520
213	114977	0	0	158106
565	1198077	260384	1610578	1909503
2171	8849233	3558827	2679180	14206929
895	0	0	200580	0
356	19024524	0	0	5479675
244	7229989	0	0	8913692
2406	22492	50	15123	17968
483	168346	0	0	583425
812	5253	7	18435	0
42	1886841	0	0	3910089
258	306794	8545	2509	409391
599	0	2180	0	0
340	19792	0	840	0
98	39652328	0	0	73297086
697	160038	154224	202616	234490
179	1374699	0	0	3485097
360	8114	0	0	60
2499	311689	131138	90	436908
916	16339	832	37088	66320
914	0	0	369600	0
854	0	0	213420	0
194	344075	0	0	217384
363	206244	0	0	4790
2340	65333	6726	17815	81025
2184	7132057	1915039	1843063	12351331
813	4386	0	18265	0
237	1225193	0	0	1944360
2261	543239	45050	166422	748366
659	14054221	7343905	5810205	14830137
162	567103	0	0	557961
159	2668420	0	0	2842136
472	798892	0	0	1196147
298	55576	0	0	60389
520	84654	0	0	101130
300	1202412	0	0	2391663
703	18040	525	1300092	79365
484	18509417	0	0	24824482
2174	65290	12887	102913	64010
528	155079	0	0	356096
149	447405	0	0	1296044
403	149932	0	0	356345
979	412191	81370	189847	742623
494	436772	0	0	814915
22	2230436	0	0	5666765
940	1328014	38774	1145859	799700
416	1552203	0	0	2093261
132	331737	0	0	677868
349	242423	0	0	19155
189	3779090	0	0	7714508
470	61984419	0	0	100311944
2235	750950	134169	333518	1700169
407	1376034	0	0	2013339
618	0	0	0	18030469
408	4986913	0	0	8283765
2474	176442	2417	0	36420
629	15511207	4619895	3744696	20460688
467	771176	0	0	1195523
37	492054	0	0	715072
650	15784724	4835273	6855145	21951376
306	3440500	0	0	2888662
402	119568	0	0	101140
310	684877	105588	58007	1108355
787	0	0	5595	0
163	9352826	0	0	7484444
202	6130	0	60	0
385	2129022	0	0	4561938
478	192415	0	0	446867
492	1400899	0	0	3340830
480	61469	0	0	8765
1163	768924	619982	226540	757023
207	130458	0	0	87056
282	92766	0	0	287612
19	35629807	0	0	43667067
458	1709193	0	0	2994399
371	4676128	0	0	10833313
818	3840	0	2356	0
390	6962899	0	0	8953174
127	162450	0	0	520726
23	1337503	4467	0	1207969
641	0	0	1380	0
314	17089	0	0	0
642	0	0	7316	0
611	0	0	0	1274429
389	154989	0	0	582670
342	22010	0	0	0
116	26400	0	0	13290
2241	3161959	3631791	940639	2052062
612	0	0	0	56035
170	5670539	0	0	7423431
177	451285	0	0	644348
212	1941976	0	0	2377291
2533	105296	14525	0	147091
275	11356183	0	0	15429968
96	4992459	0	0	8475893
452	198883	0	0	632595
2185	50012	0	52498	34010
525	32590	0	0	134400
2537	34512969	6378134	0	56455186
268	65798	0	0	93195
481	1758243	0	0	2551982
172	265775	0	0	188246
1127	933816	511346	268231	958459
184	357578	0	0	1137124
824	105152	9949	118665	133437
259	330996	0	0	686470
2308	15071763	2592008	4960288	17392264
379	33185	0	0	0
141	2471860	0	0	3492692
464	964812	0	0	3089781
2500	469803	223345	295	963385
10	7858172	0	0	11956388
414	3729900	0	0	4376497
465	78512	0	0	26430
2	3571456	0	0	3436264
915	6833842	2286628	5749535	12306827
24	20870012	0	0	24358036
271	1021592	0	0	2016615
764	17200	0	66911	0
2288	705722	496535	200844	2034341
185	230158	0	0	716840
1166	6205212	4612868	1648017	11433977
620	0	0	0	6161273
788	0	0	1675	0
2405	5067132	1219075	0	6446550
328	9320	0	200	0
77	197665	0	0	235090
270	456312	0	0	164086
1141	2494327	608957	715719	3179901
2060	1218608	131187	0	1368660
733	0	240	0	0
2170	7615542	3656939	1976973	9105432
393	11976222	0	0	20105845
830	0	0	1645	27460
777	14468	0	120759	8480
343	4301356	0	0	5808167
832	0	0	380940	0
60	1020370	0	0	1383934
418	4705378	0	0	5674203
487	34789	0	0	118450
608	0	1440	0	0
2178	196666	161395	62964	226491
765	14675	910	17655	0
366	408154	0	0	391646
463	319015	0	0	2348469
2309	27070805	5073917	5764730	35323150
879	0	0	119195	0
676	616684	53548	943017	2717936
236	12778500	0	0	19603482
109	2530515	0	0	1734179
2167	35695207	14020922	11590042	50832827
279	1232838	0	0	1122829
276	573134	0	0	466827
192	217744	0	0	500275
806	0	0	68350	0
2297	1515275	487031	355093	2918302
690	0	0	24780	0
825	235665	284969	267222	418488
450	7272526	0	0	8109993
749	40338737	17738299	28194066	62032016
228	451927	0	0	248925
182	515765	0	0	1389282
2505	326172	91109	329243	508158
597	0	1580	0	0
460	1157426	0	0	1916650
798	572901	92213	528939	446178
168	2556208	0	0	4227582
394	385863	0	0	798365
221	461476	0	0	441224
315	6895	0	0	0
257	256400	0	0	459552
1158	47422668	17490261	18030136	77185158
664	21044	288	2985	725
885	0	0	70920	0
286	3739652	0	0	3162929
190	196197	0	0	243491
370	200124	0	0	296766
248	552449	0	0	695482
232	422367	0	0	390358
404	11277390	0	0	12207434
459	18837190	0	0	32606954
29	23506942	0	0	33090534
62	334386	0	0	1235770
305	3743183	0	0	5033853
103	11783765	0	0	15841005
327	10340	0	0	2025
347	22407	0	0	480
663	5490651	2960601	3367231	6372644
524	1610050	0	0	2263128
593	19816	0	28399	13675
2177	214692	32352	179121	343572
43	241811	0	0	196795
1009	0	0	24816	0
443	110861	0	0	411491
441	203325	0	0	687969
246	279900	0	0	254870
1080	1694581	565104	1114955	1637173
617	0	0	0	9424200
1048	2762786	911845	1758411	3061950
726	3283427	1312565	2200610	3666173
233	1467042	0	0	2938123
748	159762	16677	158765	155171
2435	78299	2550	0	13405
445	274476	0	0	928720
167	396962	0	0	450673
150	71287	0	0	343315
2176	400813	35612	224928	2095218
815	6410	0	880	11680
2457	1706690	795976	251150	2524644
14	884099	0	0	1052353
36	1938627	0	0	2467121
897	0	0	336800	0
274	1725119	0	0	2732080
392	1868889	0	0	2180342
198	64641	0	0	114755
34	1354564	0	0	1654941
200	32199	0	0	37616
281	597154	0	0	785019
1145	7407248	3145337	2382483	8443323
260	853567	0	0	1022022
607	0	420	0	0
346	7430712	0	0	3197969
805	3788123	1574577	2680605	4763862
779	93083	102808	153421	549263
187	7089572	0	0	6558848
297	4282124	0	0	3780305
447	1544075	0	0	4215131
13	1021	0	0	0
2161	10632704	4150936	3768042	11500491
38	640391	0	0	907722
317	24759	0	0	44030855
183	154629	0	0	135851
235	51328549	0	0	81472847
434	246061	0	0	421575
491	191170	0	0	0
685	391270	53212	324490	347721
1053	0	0	45810	74709
242	17542	0	0	112535
882	0	0	105420	0
850	0	0	134880	0
2334	356812	379132	485	731087
151	60877	0	0	132973
196	545397	0	0	297607
41	470645	0	0	1012110
471	3081299	0	0	3980655
474	174841	0	0	305563
972	601699	88097	366392	741860
401	458323	0	0	865576
449	147015	0	0	509840
794	69991	5084	19470	15732
2452	95099	19607	0	265907
2473	787571	355329	0	779917
736	107271	4896	68132	73001
138	37806	0	0	0
255	220926	0	0	651685
623	0	0	0	21888
1173	22090	56385	36610	0
831	1292817	1040064	1052808	1745106
311	4402819	1141975	159477	6909357
293	46689242	0	0	63369388
147	1441029	0	0	3439273
429	76856	0	0	186750
862	0	0	350700	0
165	1406009	0	0	1868508
133	595825	0	0	563943
157	1288122	0	0	1713609
2393	78395	9040	24804	137992
58	47203424	0	0	75146302
245	780863	0	0	1655652
381	1074202	0	0	1270352
143	5621627	0	0	6328966
265	76534	0	0	69310
436	783746	0	0	912906
902	0	0	55140	0
230	8699	0	0	0
307	9336713	835263	0	9807289
790	660922	410288	637229	480567
369	1698605	0	0	3284089
604	0	2600	0	0
2498	248658	10681	0	304823
186	1183823	0	0	1671621
321	29640383	0	0	39618581
2331	1868015	801058	970928	3043148
2284	2576364	1212399	505394	3343927
477	1599675	0	0	3361199
451	105782	0	0	590825
411	3785829	0	0	6738698
2274	0	2340	0	0
803	6960419	1131802	5440592	10105323
2255	11132237	1035764	4534849	11043528
837	0	0	234480	0
985	10281980	1798831	1095	12417402
912	0	0	150210	0
216	6750976	0	0	11079830
2409	537580	211811	177922	1004167
485	257710	0	0	446889
101	12174515	0	0	20733524
118	122768	14168	0	1253457
2408	419865	43429	0	201637
214	126438	0	0	85615
2410	1162589	307006	0	1018913
197	1048111	0	0	1166726
2182	1201685	247244	571956	997833
290	25339	0	0	26340
671	11840790	5696726	6875564	15483972
1121	22671090	7402849	5219512	33372730
439	43838	0	0	1167315
238	343886	0	0	745610
181	87229	0	0	54865
2307	62402	5848	43181	85637
2290	9852788	1861527	0	10900902
131	2644902	0	0	3945140
822	34577535	16250899	20446772	43869328
2133	113598	13868	73010	151838
287	214987	0	0	130159
405	267322	0	0	1044655
600	0	0	560	0
841	0	0	49220	0
1178	962695	148370	314099	1193490
2570	14077578	3532008	0	18049698
514	641661	0	0	881045
2175	272738	62148	329707	328003
160	4073897	0	0	3791857
2516	9806923	1320751	1027056	22023218
859	0	0	96420	0
900	0	0	171060	0
27	13094839	0	0	17787982
2515	2836920	649066	0	3390989
296	11226376	0	0	11114149
1	530962	0	0	60775
591	48737	2840	25621	4366
495	27320	0	0	0
581	0	0	72870	0
173	29464	0	0	100445
890	0	0	78900	0
2162	140684	71522	82864	466268
333	8610	0	0	0
226	9793735	0	0	15487212
747	0	0	73790	0
836	0	0	320160	0
146	364431	0	0	972241
2548	23290944	4045110	0	27312796
872	0	0	127260	0
294	144189	0	0	453001
295	4217234	0	0	5386224
448	1286876	0	0	1366685
704	47735	3394	91906	49870
304	124177	0	0	110899
193	31388	0	0	338412
391	267984	0	0	19255
308	1462613	100819	51121	2828301
358	3134898	0	0	4280053
775	720	0	373385	12800
341	14766	0	0	0
195	153985	0	0	420188
283	124611	0	0	104319
1184	765829	210387	442016	610297
2545	49635183	73405	0	82963773
76	1962348	0	0	2098185
